,GPS_point,Plot_size,_geolocation,_id,_notes,_submission_time,_uuid,area_in_hectare,crop_monsoon,crop_summer,crop_summer_001,crop_summer_1,crop_winter,crop_winter_001,crop_winter_1,deviceid,district,enum_name,harvest_date_mon,harvest_date_summ,harvest_date_winter,image,other_crop_monsoon,other_crop_summer,palika,plot_area,remarks,rounded_shape_area,shape,shape_area,sowing_date_mon,sowing_date_summ,sowing_date_winter,yield_mons,yield_summ,yield_summ_1,yield_winter,yield_winter_1,crop,yield,season
1293,28.6465004 80.4657267 117.7 4.8,Yes,"[28.6465004, 80.4657267]",365857530,[],2024-07-30T15:35:46,b4594a06-987d-4b5e-a65a-c5e951192dcb,0.10200000000000001,other_monsoon,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722305393837.jpg,Mole Makai Grass,,Punarbas,3.0,Yo sijana ma yo khet ma makai Ghas ra Til sangai lagaunu bhayako chha.,967.06,28.646251973372895 80.46562302857637 0.0 0.0;28.64641880566283 80.46546075493097 0.0 0.0;28.646658902460906 80.46575345098972 0.0 0.0;28.64649354173487 80.46592175960541 0.0 0.0;28.646251973372895 80.46562302857637 0.0 0.0,967.0582160601316,,,,1176.47,,,980.39,490.2,lentil,980.39,winter
1293,28.6465004 80.4657267 117.7 4.8,Yes,"[28.6465004, 80.4657267]",365857530,[],2024-07-30T15:35:46,b4594a06-987d-4b5e-a65a-c5e951192dcb,0.10200000000000001,other_monsoon,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722305393837.jpg,Mole Makai Grass,,Punarbas,3.0,Yo sijana ma yo khet ma makai Ghas ra Til sangai lagaunu bhayako chha.,967.06,28.646251973372895 80.46562302857637 0.0 0.0;28.64641880566283 80.46546075493097 0.0 0.0;28.646658902460906 80.46575345098972 0.0 0.0;28.64649354173487 80.46592175960541 0.0 0.0;28.646251973372895 80.46562302857637 0.0 0.0,967.0582160601316,,,,1176.47,,,980.39,490.2,mustard,490.2,winter
1293,28.6465004 80.4657267 117.7 4.8,Yes,"[28.6465004, 80.4657267]",365857530,[],2024-07-30T15:35:46,b4594a06-987d-4b5e-a65a-c5e951192dcb,0.10200000000000001,other_monsoon,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722305393837.jpg,Mole Makai Grass,,Punarbas,3.0,Yo sijana ma yo khet ma makai Ghas ra Til sangai lagaunu bhayako chha.,967.06,28.646251973372895 80.46562302857637 0.0 0.0;28.64641880566283 80.46546075493097 0.0 0.0;28.646658902460906 80.46575345098972 0.0 0.0;28.64649354173487 80.46592175960541 0.0 0.0;28.646251973372895 80.46562302857637 0.0 0.0,967.0582160601316,,,,1176.47,,,980.39,490.2,fallow,,summer
1293,28.6465004 80.4657267 117.7 4.8,Yes,"[28.6465004, 80.4657267]",365857530,[],2024-07-30T15:35:46,b4594a06-987d-4b5e-a65a-c5e951192dcb,0.10200000000000001,other_monsoon,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722305393837.jpg,Mole Makai Grass,,Punarbas,3.0,Yo sijana ma yo khet ma makai Ghas ra Til sangai lagaunu bhayako chha.,967.06,28.646251973372895 80.46562302857637 0.0 0.0;28.64641880566283 80.46546075493097 0.0 0.0;28.646658902460906 80.46575345098972 0.0 0.0;28.64649354173487 80.46592175960541 0.0 0.0;28.646251973372895 80.46562302857637 0.0 0.0,967.0582160601316,,,,1176.47,,,980.39,490.2,Mole Makai Grass,1176.47,monsoon
1294,28.6481227 80.4657344 116.7 4.6,Yes,"[28.6481227, 80.4657344]",365857542,[],2024-07-30T15:35:48,ab1e1268-52e1-4adb-a0aa-ad52b0f50c18,0.068,grassland,grassland,,,grassland,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722306173556.jpg,,,Punarbas,2.0,None,636.68,28.648175 80.4659017 0.0 0.0; 28.64830719921872 80.46577658504248 0.0 0.0; 28.6482162 80.4656653 0.0 0.0; 28.64829454727158 80.4655908420682 0.0 0.0; 28.648219518251313 80.46550132334232 0.0 0.0; 28.648017380976732 80.46569243073463 0.0 0.0; 28.648175 80.4659017 0.0 0.0,636.6795937405561,,,,,,,,,grassland,,winter
1294,28.6481227 80.4657344 116.7 4.6,Yes,"[28.6481227, 80.4657344]",365857542,[],2024-07-30T15:35:48,ab1e1268-52e1-4adb-a0aa-ad52b0f50c18,0.068,grassland,grassland,,,grassland,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722306173556.jpg,,,Punarbas,2.0,None,636.68,28.648175 80.4659017 0.0 0.0; 28.64830719921872 80.46577658504248 0.0 0.0; 28.6482162 80.4656653 0.0 0.0; 28.64829454727158 80.4655908420682 0.0 0.0; 28.648219518251313 80.46550132334232 0.0 0.0; 28.648017380976732 80.46569243073463 0.0 0.0; 28.648175 80.4659017 0.0 0.0,636.6795937405561,,,,,,,,,grassland,,summer
1294,28.6481227 80.4657344 116.7 4.6,Yes,"[28.6481227, 80.4657344]",365857542,[],2024-07-30T15:35:48,ab1e1268-52e1-4adb-a0aa-ad52b0f50c18,0.068,grassland,grassland,,,grassland,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722306173556.jpg,,,Punarbas,2.0,None,636.68,28.648175 80.4659017 0.0 0.0; 28.64830719921872 80.46577658504248 0.0 0.0; 28.6482162 80.4656653 0.0 0.0; 28.64829454727158 80.4655908420682 0.0 0.0; 28.648219518251313 80.46550132334232 0.0 0.0; 28.648017380976732 80.46569243073463 0.0 0.0; 28.648175 80.4659017 0.0 0.0,636.6795937405561,,,,,,,,,grassland,,monsoon
1295,28.6502269 80.4645871 121.2 2.125,Yes,"[28.6502269, 80.4645871]",365857550,[],2024-07-30T15:35:49,4ccf1c4d-b995-4adb-80d4-01e511bd7b17,0.34,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-01,,2024-03-31,1722307295800.jpg,,,Punarbas,10.0,None,3403.72,28.649971946764808 80.46401303261518 0.0 0.0; 28.64981983148126 80.46414345502853 0.0 0.0; 28.650669555809586 80.4653450846672 0.0 0.0; 28.650836381072406 80.46518716961145 0.0 0.0; 28.649971946764808 80.46401303261518 0.0 0.0,3403.723108690192,2024-06-23,,2023-12-30,5882.35,,,2647.06,,wheat,2647.06,winter
1295,28.6502269 80.4645871 121.2 2.125,Yes,"[28.6502269, 80.4645871]",365857550,[],2024-07-30T15:35:49,4ccf1c4d-b995-4adb-80d4-01e511bd7b17,0.34,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-01,,2024-03-31,1722307295800.jpg,,,Punarbas,10.0,None,3403.72,28.649971946764808 80.46401303261518 0.0 0.0; 28.64981983148126 80.46414345502853 0.0 0.0; 28.650669555809586 80.4653450846672 0.0 0.0; 28.650836381072406 80.46518716961145 0.0 0.0; 28.649971946764808 80.46401303261518 0.0 0.0,3403.723108690192,2024-06-23,,2023-12-30,5882.35,,,2647.06,,fallow,,summer
1295,28.6502269 80.4645871 121.2 2.125,Yes,"[28.6502269, 80.4645871]",365857550,[],2024-07-30T15:35:49,4ccf1c4d-b995-4adb-80d4-01e511bd7b17,0.34,rice,fallow,,,wheat,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-01,,2024-03-31,1722307295800.jpg,,,Punarbas,10.0,None,3403.72,28.649971946764808 80.46401303261518 0.0 0.0; 28.64981983148126 80.46414345502853 0.0 0.0; 28.650669555809586 80.4653450846672 0.0 0.0; 28.650836381072406 80.46518716961145 0.0 0.0; 28.649971946764808 80.46401303261518 0.0 0.0,3403.723108690192,2024-06-23,,2023-12-30,5882.35,,,2647.06,,rice,5882.35,monsoon
1296,28.6515527 80.4660058 117.99999999999999 3.7,Yes,"[28.6515527, 80.4660058]",365857563,[],2024-07-30T15:35:50,8313a775-55cf-4fd9-bf06-e6c32024bffd,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-06,,,1722308354765.jpg,,,Punarbas,4.0,None,1420.38,28.651677270508504 80.46628285199404 0.0 0.0; 28.651733466867956 80.46624831855297 0.0 0.0; 28.65177436367606 80.4662637412548 0.0 0.0; 28.65183673863322 80.46620540320873 0.0 0.0; 28.651455426994378 80.46572897583246 0.0 0.0; 28.651288308493427 80.4658878967166 0.0 0.0; 28.651543987923 80.46624060720205 0.0 0.0; 28.651603126574553 80.46618059277534 0.0 0.0; 28.651677270508504 80.46628285199404 0.0 0.0,1420.3802082122188,2024-06-23,,,4411.76,,,808.82,735.29,lentil,808.82,winter
1296,28.6515527 80.4660058 117.99999999999999 3.7,Yes,"[28.6515527, 80.4660058]",365857563,[],2024-07-30T15:35:50,8313a775-55cf-4fd9-bf06-e6c32024bffd,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-06,,,1722308354765.jpg,,,Punarbas,4.0,None,1420.38,28.651677270508504 80.46628285199404 0.0 0.0; 28.651733466867956 80.46624831855297 0.0 0.0; 28.65177436367606 80.4662637412548 0.0 0.0; 28.65183673863322 80.46620540320873 0.0 0.0; 28.651455426994378 80.46572897583246 0.0 0.0; 28.651288308493427 80.4658878967166 0.0 0.0; 28.651543987923 80.46624060720205 0.0 0.0; 28.651603126574553 80.46618059277534 0.0 0.0; 28.651677270508504 80.46628285199404 0.0 0.0,1420.3802082122188,2024-06-23,,,4411.76,,,808.82,735.29,mustard,735.29,winter
1296,28.6515527 80.4660058 117.99999999999999 3.7,Yes,"[28.6515527, 80.4660058]",365857563,[],2024-07-30T15:35:50,8313a775-55cf-4fd9-bf06-e6c32024bffd,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-06,,,1722308354765.jpg,,,Punarbas,4.0,None,1420.38,28.651677270508504 80.46628285199404 0.0 0.0; 28.651733466867956 80.46624831855297 0.0 0.0; 28.65177436367606 80.4662637412548 0.0 0.0; 28.65183673863322 80.46620540320873 0.0 0.0; 28.651455426994378 80.46572897583246 0.0 0.0; 28.651288308493427 80.4658878967166 0.0 0.0; 28.651543987923 80.46624060720205 0.0 0.0; 28.651603126574553 80.46618059277534 0.0 0.0; 28.651677270508504 80.46628285199404 0.0 0.0,1420.3802082122188,2024-06-23,,,4411.76,,,808.82,735.29,fallow,,summer
1296,28.6515527 80.4660058 117.99999999999999 3.7,Yes,"[28.6515527, 80.4660058]",365857563,[],2024-07-30T15:35:50,8313a775-55cf-4fd9-bf06-e6c32024bffd,0.136,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-06,,,1722308354765.jpg,,,Punarbas,4.0,None,1420.38,28.651677270508504 80.46628285199404 0.0 0.0; 28.651733466867956 80.46624831855297 0.0 0.0; 28.65177436367606 80.4662637412548 0.0 0.0; 28.65183673863322 80.46620540320873 0.0 0.0; 28.651455426994378 80.46572897583246 0.0 0.0; 28.651288308493427 80.4658878967166 0.0 0.0; 28.651543987923 80.46624060720205 0.0 0.0; 28.651603126574553 80.46618059277534 0.0 0.0; 28.651677270508504 80.46628285199404 0.0 0.0,1420.3802082122188,2024-06-23,,,4411.76,,,808.82,735.29,rice,4411.76,monsoon
1297,28.6541539 80.4673385 133.3 4.35,Yes,"[28.6541539, 80.4673385]",365857574,[],2024-07-30T15:35:52,9a57e901-18cc-4eae-b555-41de895d2193,0.23800000000000002,rice,other_summer,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-10,,,1722309888400.jpg,,onion,Punarbas,7.0,None,2356.04,28.653978060181135 80.4668715968728 0.0 0.0; 28.653848899540858 80.4670063778758 0.0 0.0; 28.6545220630451 80.46791363507509 0.0 0.0; 28.65466416824986 80.4677714779973 0.0 0.0; 28.653978060181135 80.4668715968728 0.0 0.0,2356.0378820418136,2024-06-27,,,4201.68,5882.35,,81932.77,,sugarcane,81932.77,winter
1297,28.6541539 80.4673385 133.3 4.35,Yes,"[28.6541539, 80.4673385]",365857574,[],2024-07-30T15:35:52,9a57e901-18cc-4eae-b555-41de895d2193,0.23800000000000002,rice,other_summer,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-10,,,1722309888400.jpg,,onion,Punarbas,7.0,None,2356.04,28.653978060181135 80.4668715968728 0.0 0.0; 28.653848899540858 80.4670063778758 0.0 0.0; 28.6545220630451 80.46791363507509 0.0 0.0; 28.65466416824986 80.4677714779973 0.0 0.0; 28.653978060181135 80.4668715968728 0.0 0.0,2356.0378820418136,2024-06-27,,,4201.68,5882.35,,81932.77,,onion,5882.35,summer
1297,28.6541539 80.4673385 133.3 4.35,Yes,"[28.6541539, 80.4673385]",365857574,[],2024-07-30T15:35:52,9a57e901-18cc-4eae-b555-41de895d2193,0.23800000000000002,rice,other_summer,,,sugarcane,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,2024-10-10,,,1722309888400.jpg,,onion,Punarbas,7.0,None,2356.04,28.653978060181135 80.4668715968728 0.0 0.0; 28.653848899540858 80.4670063778758 0.0 0.0; 28.6545220630451 80.46791363507509 0.0 0.0; 28.65466416824986 80.4677714779973 0.0 0.0; 28.653978060181135 80.4668715968728 0.0 0.0,2356.0378820418136,2024-06-27,,,4201.68,5882.35,,81932.77,,rice,4201.68,monsoon
1298,28.6552943 80.4649521 158.89999999999998 2.566,Yes,"[28.6552943, 80.4649521]",365857588,[],2024-07-30T15:35:53,71cd6fec-9535-44b7-8cad-99dcf9032631,0.374,sugarcane,sugarcane,,,mustard,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722310861368.jpg,,,Punarbas,11.0,None,3815.12,28.65549943697856 80.46538934111595 0.0 0.0; 28.65576128455838 80.46513553708792 0.0 0.0; 28.655193751167577 80.46435635536909 0.0 0.0; 28.654924546852005 80.46460345387459 0.0 0.0; 28.65549943697856 80.46538934111595 0.0 0.0,3815.121989835442,,,,80213.9,80213.9,,1550.8,,mustard,1550.8,winter
1298,28.6552943 80.4649521 158.89999999999998 2.566,Yes,"[28.6552943, 80.4649521]",365857588,[],2024-07-30T15:35:53,71cd6fec-9535-44b7-8cad-99dcf9032631,0.374,sugarcane,sugarcane,,,mustard,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722310861368.jpg,,,Punarbas,11.0,None,3815.12,28.65549943697856 80.46538934111595 0.0 0.0; 28.65576128455838 80.46513553708792 0.0 0.0; 28.655193751167577 80.46435635536909 0.0 0.0; 28.654924546852005 80.46460345387459 0.0 0.0; 28.65549943697856 80.46538934111595 0.0 0.0,3815.121989835442,,,,80213.9,80213.9,,1550.8,,sugarcane,80213.9,summer
1298,28.6552943 80.4649521 158.89999999999998 2.566,Yes,"[28.6552943, 80.4649521]",365857588,[],2024-07-30T15:35:53,71cd6fec-9535-44b7-8cad-99dcf9032631,0.374,sugarcane,sugarcane,,,mustard,,,collect:TJhDISKBXoE00Jsq,Kanchanpur,Chhatra Shahi,,,,1722310861368.jpg,,,Punarbas,11.0,None,3815.12,28.65549943697856 80.46538934111595 0.0 0.0; 28.65576128455838 80.46513553708792 0.0 0.0; 28.655193751167577 80.46435635536909 0.0 0.0; 28.654924546852005 80.46460345387459 0.0 0.0; 28.65549943697856 80.46538934111595 0.0 0.0,3815.121989835442,,,,80213.9,80213.9,,1550.8,,sugarcane,80213.9,monsoon
1307,28.646862 80.4684984 122.0 4.7,Yes,"[28.646862, 80.4684984]",365867399,[],2024-07-30T16:00:19,fa54e2b9-3f61-461a-a30b-b16f0aca6827,0.11900000000000001,rice,fallow,,,multiple_crops_1,lentil,chana,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-16,,,1722305024943.jpg,,,Punarbas,3.5,rice chana masuro,1242.24,28.646796899023805 80.46821605414152 0.0 0.0;28.646654488921786 80.4683394357562 0.0 0.0;28.64701492733845 80.46882022172213 0.0 0.0;28.64715616001292 80.46868175268173 0.0 0.0;28.646796899023805 80.46821605414152 0.0 0.0,1242.2442447577514,2024-07-03,,,5462.18,,,672.27,504.2,chana,672.27,winter
1307,28.646862 80.4684984 122.0 4.7,Yes,"[28.646862, 80.4684984]",365867399,[],2024-07-30T16:00:19,fa54e2b9-3f61-461a-a30b-b16f0aca6827,0.11900000000000001,rice,fallow,,,multiple_crops_1,lentil,chana,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-16,,,1722305024943.jpg,,,Punarbas,3.5,rice chana masuro,1242.24,28.646796899023805 80.46821605414152 0.0 0.0;28.646654488921786 80.4683394357562 0.0 0.0;28.64701492733845 80.46882022172213 0.0 0.0;28.64715616001292 80.46868175268173 0.0 0.0;28.646796899023805 80.46821605414152 0.0 0.0,1242.2442447577514,2024-07-03,,,5462.18,,,672.27,504.2,lentil,504.2,winter
1307,28.646862 80.4684984 122.0 4.7,Yes,"[28.646862, 80.4684984]",365867399,[],2024-07-30T16:00:19,fa54e2b9-3f61-461a-a30b-b16f0aca6827,0.11900000000000001,rice,fallow,,,multiple_crops_1,lentil,chana,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-16,,,1722305024943.jpg,,,Punarbas,3.5,rice chana masuro,1242.24,28.646796899023805 80.46821605414152 0.0 0.0;28.646654488921786 80.4683394357562 0.0 0.0;28.64701492733845 80.46882022172213 0.0 0.0;28.64715616001292 80.46868175268173 0.0 0.0;28.646796899023805 80.46821605414152 0.0 0.0,1242.2442447577514,2024-07-03,,,5462.18,,,672.27,504.2,fallow,,summer
1307,28.646862 80.4684984 122.0 4.7,Yes,"[28.646862, 80.4684984]",365867399,[],2024-07-30T16:00:19,fa54e2b9-3f61-461a-a30b-b16f0aca6827,0.11900000000000001,rice,fallow,,,multiple_crops_1,lentil,chana,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-16,,,1722305024943.jpg,,,Punarbas,3.5,rice chana masuro,1242.24,28.646796899023805 80.46821605414152 0.0 0.0;28.646654488921786 80.4683394357562 0.0 0.0;28.64701492733845 80.46882022172213 0.0 0.0;28.64715616001292 80.46868175268173 0.0 0.0;28.646796899023805 80.46821605414152 0.0 0.0,1242.2442447577514,2024-07-03,,,5462.18,,,672.27,504.2,rice,5462.18,monsoon
1308,28.6497107 80.4659162 123.0 4.223,Yes,"[28.6497107, 80.4659162]",365867413,[],2024-07-30T16:00:20,b1e0e125-f26a-489d-a617-e51e810938e7,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-18,,,1722306746403.jpg,,,Punarbas,2.5,tori masuro dhan,772.92,28.649784818454386 80.46619031578302 0.0 0.0;28.649559145975463 80.46587582677603 0.0 0.0;28.649682133123274 80.46574506908655 0.0 0.0;28.649918691729326 80.46605050563812 0.0 0.0;28.649784818454386 80.46619031578302 0.0 0.0,772.9179348793614,2024-06-21,,,5882.35,,,1176.47,529.41,lentil,1176.47,winter
1308,28.6497107 80.4659162 123.0 4.223,Yes,"[28.6497107, 80.4659162]",365867413,[],2024-07-30T16:00:20,b1e0e125-f26a-489d-a617-e51e810938e7,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-18,,,1722306746403.jpg,,,Punarbas,2.5,tori masuro dhan,772.92,28.649784818454386 80.46619031578302 0.0 0.0;28.649559145975463 80.46587582677603 0.0 0.0;28.649682133123274 80.46574506908655 0.0 0.0;28.649918691729326 80.46605050563812 0.0 0.0;28.649784818454386 80.46619031578302 0.0 0.0,772.9179348793614,2024-06-21,,,5882.35,,,1176.47,529.41,mustard,529.41,winter
1308,28.6497107 80.4659162 123.0 4.223,Yes,"[28.6497107, 80.4659162]",365867413,[],2024-07-30T16:00:20,b1e0e125-f26a-489d-a617-e51e810938e7,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-18,,,1722306746403.jpg,,,Punarbas,2.5,tori masuro dhan,772.92,28.649784818454386 80.46619031578302 0.0 0.0;28.649559145975463 80.46587582677603 0.0 0.0;28.649682133123274 80.46574506908655 0.0 0.0;28.649918691729326 80.46605050563812 0.0 0.0;28.649784818454386 80.46619031578302 0.0 0.0,772.9179348793614,2024-06-21,,,5882.35,,,1176.47,529.41,fallow,,summer
1308,28.6497107 80.4659162 123.0 4.223,Yes,"[28.6497107, 80.4659162]",365867413,[],2024-07-30T16:00:20,b1e0e125-f26a-489d-a617-e51e810938e7,0.085,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-18,,,1722306746403.jpg,,,Punarbas,2.5,tori masuro dhan,772.92,28.649784818454386 80.46619031578302 0.0 0.0;28.649559145975463 80.46587582677603 0.0 0.0;28.649682133123274 80.46574506908655 0.0 0.0;28.649918691729326 80.46605050563812 0.0 0.0;28.649784818454386 80.46619031578302 0.0 0.0,772.9179348793614,2024-06-21,,,5882.35,,,1176.47,529.41,rice,5882.35,monsoon
1309,28.6488694 80.4626356 122.0 4.66,Yes,"[28.6488694, 80.4626356]",365867422,[],2024-07-30T16:00:21,d659abda-ebf0-40a7-aada-4609ea653cf7,0.23800000000000002,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-11,,,1722307804773.jpg,,,Punarbas,7.0,dhan tori masuro,2434.43,28.64918577023407 80.4628462716937 0.0 0.0;28.648670868488885 80.46212710440159 0.0 0.0;28.64848491478013 80.46230681240559 0.0 0.0;28.648993050162602 80.46301390975714 0.0 0.0;28.64918577023407 80.4628462716937 0.0 0.0,2434.425584733826,2024-06-25,,,5252.1,,,840.34,462.18,lentil,840.34,winter
1309,28.6488694 80.4626356 122.0 4.66,Yes,"[28.6488694, 80.4626356]",365867422,[],2024-07-30T16:00:21,d659abda-ebf0-40a7-aada-4609ea653cf7,0.23800000000000002,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-11,,,1722307804773.jpg,,,Punarbas,7.0,dhan tori masuro,2434.43,28.64918577023407 80.4628462716937 0.0 0.0;28.648670868488885 80.46212710440159 0.0 0.0;28.64848491478013 80.46230681240559 0.0 0.0;28.648993050162602 80.46301390975714 0.0 0.0;28.64918577023407 80.4628462716937 0.0 0.0,2434.425584733826,2024-06-25,,,5252.1,,,840.34,462.18,mustard,462.18,winter
1309,28.6488694 80.4626356 122.0 4.66,Yes,"[28.6488694, 80.4626356]",365867422,[],2024-07-30T16:00:21,d659abda-ebf0-40a7-aada-4609ea653cf7,0.23800000000000002,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-11,,,1722307804773.jpg,,,Punarbas,7.0,dhan tori masuro,2434.43,28.64918577023407 80.4628462716937 0.0 0.0;28.648670868488885 80.46212710440159 0.0 0.0;28.64848491478013 80.46230681240559 0.0 0.0;28.648993050162602 80.46301390975714 0.0 0.0;28.64918577023407 80.4628462716937 0.0 0.0,2434.425584733826,2024-06-25,,,5252.1,,,840.34,462.18,fallow,,summer
1309,28.6488694 80.4626356 122.0 4.66,Yes,"[28.6488694, 80.4626356]",365867422,[],2024-07-30T16:00:21,d659abda-ebf0-40a7-aada-4609ea653cf7,0.23800000000000002,rice,fallow,,,multiple_crops_1,mustard,lentil,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-11,,,1722307804773.jpg,,,Punarbas,7.0,dhan tori masuro,2434.43,28.64918577023407 80.4628462716937 0.0 0.0;28.648670868488885 80.46212710440159 0.0 0.0;28.64848491478013 80.46230681240559 0.0 0.0;28.648993050162602 80.46301390975714 0.0 0.0;28.64918577023407 80.4628462716937 0.0 0.0,2434.425584733826,2024-06-25,,,5252.1,,,840.34,462.18,rice,5252.1,monsoon
1310,28.6512658 80.4607077 125.0 2.812,Yes,"[28.6512658, 80.4607077]",365867434,[],2024-07-30T16:00:23,b9b72bcd-46e1-4033-aac1-deee51c4784d,0.15300000000000002,rice,other_summer,,,wheat,,,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-06,,2024-03-30,1722309536496.jpg,,mustard,Punarbas,4.5,tori dhan gahu,1444.13,28.651568408365247 80.46105120331049 0.0 0.0;28.651142962256678 80.46049933880568 0.0 0.0;28.65101350390048 80.46063546091318 0.0 0.0;28.651428652745413 80.46119201928377 0.0 0.0;28.651568408365247 80.46105120331049 0.0 0.0,1444.1285487895075,2024-06-24,,2023-12-31,5228.76,1045.75,,3921.57,,wheat,3921.57,winter
1310,28.6512658 80.4607077 125.0 2.812,Yes,"[28.6512658, 80.4607077]",365867434,[],2024-07-30T16:00:23,b9b72bcd-46e1-4033-aac1-deee51c4784d,0.15300000000000002,rice,other_summer,,,wheat,,,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-06,,2024-03-30,1722309536496.jpg,,mustard,Punarbas,4.5,tori dhan gahu,1444.13,28.651568408365247 80.46105120331049 0.0 0.0;28.651142962256678 80.46049933880568 0.0 0.0;28.65101350390048 80.46063546091318 0.0 0.0;28.651428652745413 80.46119201928377 0.0 0.0;28.651568408365247 80.46105120331049 0.0 0.0,1444.1285487895075,2024-06-24,,2023-12-31,5228.76,1045.75,,3921.57,,mustard,1045.75,summer
1310,28.6512658 80.4607077 125.0 2.812,Yes,"[28.6512658, 80.4607077]",365867434,[],2024-07-30T16:00:23,b9b72bcd-46e1-4033-aac1-deee51c4784d,0.15300000000000002,rice,other_summer,,,wheat,,,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-06,,2024-03-30,1722309536496.jpg,,mustard,Punarbas,4.5,tori dhan gahu,1444.13,28.651568408365247 80.46105120331049 0.0 0.0;28.651142962256678 80.46049933880568 0.0 0.0;28.65101350390048 80.46063546091318 0.0 0.0;28.651428652745413 80.46119201928377 0.0 0.0;28.651568408365247 80.46105120331049 0.0 0.0,1444.1285487895075,2024-06-24,,2023-12-31,5228.76,1045.75,,3921.57,,rice,5228.76,monsoon
1311,28.6523221 80.4597231 127.0 3.115,Yes,"[28.6523221, 80.4597231]",365867445,[],2024-07-30T16:00:24,18ec235c-3073-4787-80bb-8b97c1003fe9,0.23800000000000002,rice,other_summer,,,wheat,,,collect:obieNJSwsSDAHkok,Kanchanpur,Bimal Paudyal,2024-10-01,,2024-03-30,1722311784467.jpg,,mustard,Punarbas,7.0,"tori dhan gahu
Antim ma thorai chhodiyako khet 1 katta jati ma aru bali lagayako thiyo baki ma 3 bali lagayako boundary gariyako ",2339.34,28.6526308392083 80.45994278043509 0.0 0.0;28.6519723746149 80.45907072722912 0.0 0.0;28.65184203461846 80.45919310301542 0.0 0.0;28.6524737260482 80.46009264886379 0.0 0.0;28.6526308392083 80.45994278043509 0.0 0.0,2339.3374796928456,2024-06-17,,2023-12-31,5882.35,1050.42,,2100.84,,wheat,2100.84,winter
